year,make,model,price,VClass
2023,Acura,ILX Premium & A-Spec Package,31300,Subcompact Cars
2023,Acura,Integra A-Spec Package,33300,Subcompact Cars
2023,Acura,Integra A-Spec Tech Package,36300,Subcompact Cars
2023,Acura,Integra Base,31300,Subcompact Cars
2023,Acura,Integra Manual,35800,Subcompact Cars
2023,Acura,MDX,49050,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX 3.5L,49050,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX 3.5L SH-AWD,51250,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX 3.5L Technology,53750,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX 3.5L with A-Spec Package,59950,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX 3.5L with Technology Package,54250,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX 3.5L with Technology Package SH-AWD,56450,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX ILX,33200,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX SH-AWD With Technology Package,55950,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX Type S,67850,Standard Sport Utility Vehicle 4WD
2023,Acura,MDX Type S with Advance Package,73200,Standard Sport Utility Vehicle 4WD
2023,Acura,Nsx Sh-Awd,170500,Subcompact Cars
2023,Acura,RDX A-Spec Advance Package,53550,Small Sport Utility Vehicle 4WD
2023,Acura,RDX A-Spec Package,47200,Small Sport Utility Vehicle 4WD
2023,Acura,RDX A-Spec Package SH-AWD,49400,Small Sport Utility Vehicle 4WD
2023,Acura,RDX PMC Edition,54300,Small Sport Utility Vehicle 4WD
2023,Acura,RDX SH-AWD,42500,Small Sport Utility Vehicle 4WD
2023,Acura,RDX Technology Package AWD,45150,Small Sport Utility Vehicle 4WD
2023,Acura,TLX 2.0T,39850,Compact Cars
2023,Acura,TLX A-Spec Package,46600,Compact Cars
2023,Acura,TLX Advance Package,51050,Compact Cars
2023,Acura,TLX Technology Package,43850,Compact Cars
2023,Acura,TLX Type S Performance Tire,56350,Compact Cars
2023,Acura,TLX Type S PMC Edition,66990,Compact Cars
2023,Acura,ZDX Type S,64500,
2023,Alfa Romeo,Giulia,46320,Midsize Cars
2023,Alfa Romeo,Giulia,46320,Midsize Cars
2023,Alfa Romeo,Giulia AWD,45950,Midsize Cars
2023,Alfa Romeo,Giulia Estrema,46320,Midsize Cars
2023,Alfa Romeo,Giulia Estrema AWD,47990,Midsize Cars
2023,Alfa Romeo,Giulia Lusso,46320,Midsize Cars
2023,Alfa Romeo,Giulia Lusso AWD,48320,Midsize Cars
2023,Alfa Romeo,Giulia Quadrifoglio 100th Anniversary,81850,Midsize Cars
2023,Alfa Romeo,Giulia Sprint,44350,Midsize Cars
2023,Alfa Romeo,Giulia Sprint AWD,45950,Midsize Cars
2023,Alfa Romeo,Giulia Ti,46320,Midsize Cars
2023,Alfa Romeo,Giulia Ti AWD,47990,Midsize Cars
2023,Alfa Romeo,Giulia Ti Sport AWD,45700,Midsize Cars
2023,Alfa Romeo,Giulia Veloce,46320,Midsize Cars
2023,Alfa Romeo,Giulia Veloce AWD,47990,Midsize Cars
2023,Alfa Romeo,Giulia Veloce Ti AWD,46090,Midsize Cars
2023,Alfa Romeo,Sprint Q4 AWD,38000,
2023,Alfa Romeo,Stelvio,51525,Small Sport Utility Vehicle 2WD
2023,Alfa Romeo,Stelvio AWD,48200,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio AWD,48200,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Estrema,51150,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Quadrifoglio,85670,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Quadrifoglio 100th Anniversary,85670,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Sprint AWD,46200,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Ti,51150,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Ti AWD,87850,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Veloce,51520,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Stelvio Veloce Ti,51150,Small Sport Utility Vehicle 4WD
2023,Alfa Romeo,Tonale Ti PHEV Q4,44990,
2023,Aston Martin,DB11 AMR,265900,
2023,Aston Martin,DB11 V12,232500,Minicompact Cars
2023,Aston Martin,DB11 V8,295600,Minicompact Cars
2023,Aston Martin,DB11 V8 Coupe,217000,Minicompact Cars
2023,Aston Martin,DB11 V8 Volante,233200,Minicompact Cars
2023,Aston Martin,DB11 Volante,233200,Minicompact Cars
2023,Aston Martin,DBR22,2160000,Minicompact Cars
2023,Aston Martin,DBR22,2160000,Minicompact Cars
2023,Aston Martin,DBS,330600,Minicompact Cars
2023,Aston Martin,DBS 770 Ultimate,330600,Minicompact Cars
2023,Aston Martin,DBS Coupe,330600,Minicompact Cars
2023,Aston Martin,DBS Superleggera,366300,Minicompact Cars
2023,Aston Martin,DBS Volante,349800,Minicompact Cars
2023,Aston Martin,DBS Volante RWD,354700,Minicompact Cars
2023,Aston Martin,DBX 707,207680,Standard Sport Utility Vehicle 4WD
2023,Aston Martin,Dbx Coupe,188900,Small Sport Utility Vehicle 4WD
2023,Aston Martin,DBX SUV,185900,Standard Sport Utility Vehicle 4WD
2023,Aston Martin,DBX V8,185900,Standard Sport Utility Vehicle 4WD
2023,Aston Martin,R Pro,3500000,
2023,Aston Martin,V12 Vantage,298200,Two Seaters
2023,Aston Martin,V12 Vantage Convertible,348700,Two Seaters
2023,Aston Martin,V12 Vantage Coupe,298200,Two Seaters
2023,Aston Martin,Valhalla Coupe,1280000,Two Seaters
2023,Aston Martin,Valkyrie,3600000,Two Seaters
2023,Aston Martin,Valkyrie AMR PRO,3500000,Two Seaters
2023,Aston Martin,Valkyrie Spider,3250000,Two Seaters
2023,Aston Martin,Vanquish,336480,Two Seaters
2023,Aston Martin,Vanquish Manual,460000,Two Seaters
2023,Aston Martin,Vantage Coupe,143900,Two Seaters
2023,Aston Martin,Vantage Coupe,143900,Two Seaters
2023,Aston Martin,Vantage Coupe Manual,1280000,Two Seaters
2023,Aston Martin,Vantage F1 Edition,168500,Two Seaters
2023,Aston Martin,Vantage Roadster,155100,Two Seaters
2023,Aston Martin,Vantage Roadster F1 Edition,179800,Two Seaters
2023,Aston Martin,Vantage Roadster F1 Edition Convertible,189800,Two Seaters
2023,Aston Martin,Vantage V12 Roadster,168180,Two Seaters
2023,Audi,A3 Sedan Premium 40 TFSI quattro,37400,Subcompact Cars
2023,Audi,A3 Sedan Premium Plus 40 TFSI quattro,37400,Subcompact Cars
2023,Audi,A4 Avant,45900,Small Wagons
2023,Audi,A6 Premium Plus 45 TFSI quattro,55900,Midsize Cars
2023,Audi,Q3 Sportback,62020,Small Sport Utility Vehicle 4WD
2023,Audi,Q4 40 e-tron Premium Plus,90800,Small Sport Utility Vehicle 4WD
2023,Audi,Q4 50 e-tron Premium,55200,Small Sport Utility Vehicle 4WD
2023,Audi,Q4 50 e-tron Prestige,90800,Small Sport Utility Vehicle 4WD
2023,Audi,Q4 Sportback e-tron,58200,Small Sport Utility Vehicle 4WD
2023,Audi,Q5,43500,Small Sport Utility Vehicle 4WD
2023,Audi,Q5 Premium Plus 40 TFSI quattro,44200,Small Sport Utility Vehicle 4WD
2023,Audi,Q5 Prestige 40 TFSI quattro,44200,Small Sport Utility Vehicle 4WD
2023,Audi,Q8 55 e-tron quattro,75000,Standard Sport Utility Vehicle 4WD
2023,Audi,Q8 Sportback 50 e-tron Quattro,69000,Standard Sport Utility Vehicle 4WD
2023,Audi,Q8 Sportback 55 e-tron Quattro,77800,Standard Sport Utility Vehicle 4WD
2023,Audi,R8 Coupe,222000,Two Seaters
2023,Audi,R8 V10 GT RWD,225000,Two Seaters
2023,Audi,RS E-Tron GT Special Edition,179900,Subcompact Cars
2023,Audi,RS3,58900,Subcompact Cars
2023,Audi,RS4 Avant competition,87320,Small Wagons
2023,Audi,RS6 Avant Performance,118900,Midsize Wagon
2023,Audi,RS7 Sportback,120900,Midsize Cars
2023,Audi,S6 2.9T Premium quattro,73700,Midsize Cars
2023,Audi,SQ5 3.0T Premium Quattro,55600,Small Sport Utility Vehicle 4WD
2023,Audi,SQ7 4.0T Premium Plus quattro,90200,Standard Sport Utility Vehicle 4WD
2023,Audi,SQ8 e-tron quattro,97000,Standard Sport Utility Vehicle 4WD
2023,Audi,SQ8 Sportback e-tron quattro,100800,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bacalar Mulliner,2155280,
2023,Bentley,Batur,1950000,
2023,Bentley,Bentayga,236900,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga Azure Extended Wheelbase,35750,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga EWB,160000,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga EWB Azure,843190,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga Extended Wheelbase,263500,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga Extended Wheelbase Range,160000,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga Hybrid,197300,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga Odyssean Edition,334000,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga S,231100,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga Speed,264600,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga V8,197300,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga V8 Extended Wheelbase,226900,Standard Sport Utility Vehicle 4WD
2023,Bentley,Bentayga W12 Speed,280000,Standard Sport Utility Vehicle 4WD
2023,Bentley,Continental GT Azure,311000,Subcompact Cars
2023,Bentley,Continental GT Le Mans Collection,273300,Subcompact Cars
2023,Bentley,Continental GT Mulliner Convertible,326200,Subcompact Cars
2023,Bentley,Continental GT S,225000,Subcompact Cars
2023,Bentley,Continental GT S Convertible,292500,Subcompact Cars
2023,Bentley,Continental GT Speed,288500,Subcompact Cars
2023,Bentley,Continental GT Speed Convertible,317300,Subcompact Cars
2023,Bentley,Continental GT Speed Coupe,294900,Subcompact Cars
2023,Bentley,Continental GT V8,235600,Subcompact Cars
2023,Bentley,Continental GT V8 Convertible,259200,Subcompact Cars
2023,Bentley,Continental Mulliner,212500,Subcompact Cars
2023,Bentley,Continental Mulliner Convertible,252080,Subcompact Cars
2023,Bentley,Continental V8 Convertible,249600,Subcompact Cars
2023,Bentley,Continental V8 Coupe,212500,Subcompact Cars
2023,Bentley,Flying Spur,241200,Midsize Cars
2023,Bentley,Flying Spur,241200,Midsize Cars
2023,Bentley,Flying Spur Azure,250300,Midsize Cars
2023,Bentley,Flying Spur Hybrid,214800,Midsize Cars
2023,Bentley,Flying Spur Hybrid Azure,249100,Midsize Cars
2023,Bentley,Flying Spur Hybrid Mulliner,297400,Midsize Cars
2023,Bentley,Flying Spur Hybrid Odyssean Edition,408940,Midsize Cars
2023,Bentley,Flying Spur Hybrid S,240500,Midsize Cars
2023,Bentley,Flying Spur Mulliner,226000,Midsize Cars
2023,Bentley,Flying Spur Mulliner V8,299200,Midsize Cars
2023,Bentley,Flying Spur Mulliner W12,315200,Midsize Cars
2023,Bentley,Flying Spur Sedan,248900,Midsize Cars
2023,Bentley,Flying Spur Speed,258700,Midsize Cars
2023,Bentley,Flying Spur V8,208600,Midsize Cars
2023,Bentley,Flying Spur W12,315200,Midsize Cars
2023,Bentley,Mulliner Batur,1950000,
2023,BMW,3.0 CSL Coupe,750000,Subcompact Cars
2023,BMW,4 Series M440i Gran Coupe,57450,Subcompact Cars
2023,BMW,5 Series Hybrid,56400,Mid
2023,BMW,530e Plug-In Hybrid,56400,Midsize Cars
2023,BMW,530i xDrive,57100,Midsize Cars
2023,BMW,Alpina B5 GT Sedan,156890,Midsize Cars
2023,BMW,Alpina B5 GT Wagon,161100,Midsize Wagon
2023,BMW,i3s 120 Ah,45550,Compact Cars
2023,BMW,i4 eDrive35,51400,Subcompact Cars
2023,BMW,i4 xDrive40,62600,Subcompact Cars
2023,BMW,i7 eDrive50,106700,Large Cars
2023,BMW,i7 M70 xDrive,350000,Large Cars
2023,BMW,iX1 xDrive30,60490,Small Sport Utility Vehicle 4WD
2023,BMW,iX3,70930,Small Sport Utility Vehicle 4WD
2023,BMW,M2 Brooklyn Grau,63500,Subcompact Cars
2023,BMW,M2 Zandvoort Blau,63000,Subcompact Cars
2023,BMW,M4 Competition Coupe,78600,Subcompact Cars
2023,BMW,M6,105990,Midsize Cars
2023,BMW,M8 Coupe Competition,308090,Subcompact Cars
2023,BMW,X1 sDrive18d M Sport,69420,Small Sport Utility Vehicle 2WD
2023,BMW,X1 sDrive18i xLine,64550,Small Sport Utility Vehicle 2WD
2023,BMW,X7 xDrive40d M Sport,179890,Standard Sport Utility Vehicle 4WD
2023,BMW,X7 xDrive40i M Sport,171330,Standard Sport Utility Vehicle 4WD
2023,Bugatti,Chiron,3400000,Two Seaters
2023,Bugatti,Chiron Edition Noire,2990000,Two Seaters
2023,Bugatti,Chiron Super Sport,3850000,Two Seaters
2023,Bugatti,Chiron Super Sport 300 Plus,3900000,Two Seaters
2023,Bugatti,W16,5000000,Two Seaters
2023,Bugatti,W16 Mistral,5000000,Two Seaters
2023,Buick,Electra E4,26490,Midsize Cars
2023,Buick,Electra E4 GS Crossover,36200,Midsize Cars
2023,Buick,Electra E5,30500,Midsize Cars
2023,Buick,Electra E5 Avenir,40700,Midsize Cars
2023,Buick,Enclave,44800,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Avenir,57470,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Avenir AWD,57300,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Essence,44800,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Essence AWD,45000,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Preferred,58100,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Premium,52035,Standard Sport Utility Vehicle 4WD
2023,Buick,Enclave Premium AWD,52000,Standard Sport Utility Vehicle 4WD
2023,Buick,Encore GX,25900,Small Sport Utility Vehicle 4WD
2023,Buick,Encore GX Essence,30500,Small Sport Utility Vehicle 4WD
2023,Buick,Encore GX Essence AWD,30600,Small Sport Utility Vehicle 4WD
2023,Buick,Encore GX Preferred,25900,Small Sport Utility Vehicle 4WD
2023,Buick,Encore GX Preferred AWD,26400,Small Sport Utility Vehicle 4WD
2023,Buick,Encore GX Select,27300,Small Sport Utility Vehicle 4WD
2023,Buick,Encore GX Select AWD,27800,Small Sport Utility Vehicle 4WD
2023,Buick,Encore Preferred,26100,Small Sport Utility Vehicle 4WD
2023,Buick,Encore Preferred AWD,26820,Small Sport Utility Vehicle 4WD
2023,Buick,Envision,31700,Small Sport Utility Vehicle 2WD
2023,Buick,Envision Avenir,45660,Small Sport Utility Vehicle 2WD
2023,Buick,Envision Avenir AWD,45760,Small Sport Utility Vehicle 4WD
2023,Buick,Envision Essence,37500,Small Sport Utility Vehicle 2WD
2023,Buick,Envision Essence AWD,37600,Small Sport Utility Vehicle 4WD
2023,Buick,Envision Preferred,33400,Small Sport Utility Vehicle 2WD
2023,Buick,Envision Preferred AWD,35350,Small Sport Utility Vehicle 4WD
2023,Buick,Envista,21850,Small Sport Utility Vehicle 4WD
2023,Buick,Envista Avenir,25000,Small Sport Utility Vehicle 4WD
2023,Buick,LaCrosse,23490,Midsize Cars
2023,Cadillac,CT4,34390,Compact Cars
2023,Cadillac,CT4,34390,Compact Cars
2023,Cadillac,CT4 Blackwing,60990,Compact Cars
2023,Cadillac,CT4 Premium,39590,Compact Cars
2023,Cadillac,CT4-V,46590,Compact Cars
2023,Cadillac,CT4-V Blackwing,60495,Compact Cars
2023,Cadillac,CT5,38195,Midsize Cars
2023,Cadillac,CT5,38195,Midsize Cars
2023,Cadillac,CT5 Blackwing,85990,Midsize Cars
2023,Cadillac,CT5-V,50990,Midsize Cars
2023,Cadillac,CT5-V Base,50995,Midsize Cars
2023,Cadillac,CT5-V Blackwing,91995,Midsize Cars
2023,Cadillac,Escalade,79290,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade ESV,82295,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade ESV Premium Luxury,91090,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade Esv Sport Platinum 4wd,115590,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade Premium Luxury 4WD,89890,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade Premium Luxury Platinum,105595,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade Sport Platinum 4WD,114590,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Escalade-V ESV,152195,Standard Sport Utility Vehicle 4WD
2023,Cadillac,Lyriq,57190,Small Sport Utility Vehicle 2WD
2023,Cadillac,Lyriq Luxury AWD,63790,Small Sport Utility Vehicle 4WD
2023,Cadillac,Lyriq RWD,63000,Small Sport Utility Vehicle 2WD
2023,Cadillac,Lyriq Tech,57190,Small Sport Utility Vehicle 4WD
2023,Cadillac,XT4,36295,Small Sport Utility Vehicle 2WD
2023,Cadillac,XT5,44190,Small Sport Utility Vehicle 2WD
2023,Cadillac,XT5 Luxury,44190,Small Sport Utility Vehicle 2WD
2023,Cadillac,XT6,49000,Small Sport Utility Vehicle 2WD
2023,Cadillac,XT6 Premium,53990,Small Sport Utility Vehicle 2WD
2023,Chevrolet,Blazer 2LT AWD,36100,Small Sport Utility Vehicle 4WD
2023,Chevrolet,Bolt EV 65kWh,32500,Small Wagons
2023,Chevrolet,Bolt EV 66kWh,37500,Small Wagons
2023,Chevrolet,Camaro 1LT Coupe,26900,Subcompact Cars
2023,Chevrolet,Camaro 1SS Convertible,45900,Subcompact Cars
2023,Chevrolet,Camaro 1SS Coupe,39900,Subcompact Cars
2023,Chevrolet,Camaro 2LT Coupe,28900,Subcompact Cars
2023,Chevrolet,Camaro 2SS Convertible,50900,Subcompact Cars
2023,Chevrolet,Camaro 2SS Coupe,44900,Subcompact Cars
2023,Chevrolet,Camaro 3LT Coupe,32900,Subcompact Cars
2023,Chevrolet,Camaro LT1 Convertible,42400,Subcompact Cars
2023,Chevrolet,Camaro LT1 Coupe,36400,Subcompact Cars
2023,Chevrolet,Colorado ZR2 Bison,43900,Small Pickup Trucks
2023,Chevrolet,Corvette Stingray Limited Edition,90800,Two Seaters
2023,Chevrolet,Corvette Z06 1LZ Coupe,105300,Two Seaters
2023,Chevrolet,Corvette Z06 2LZ Coupe,114500,Two Seaters
2023,Chevrolet,Montana,25000,
2023,Chevrolet,Onix,17195,
2023,Chevrolet,Silverado EV RST,105000,Standard Pickup Trucks
2023,Chevrolet,Silverado EV WT,40000,Standard Pickup Trucks
2023,Chrysler,300,33540,Large Cars
2023,Chrysler,300,33540,Large Cars
2023,Chrysler,300,33540,Large Cars
2023,Chrysler,300 S,50970,Large Cars
2023,Chrysler,300 Touring,33540,Large Cars
2023,Chrysler,300 Touring AWD,36290,Large Cars
2023,Chrysler,300 Touring L,36740,Large Cars
2023,Chrysler,300 Touring L AWD,38990,Large Cars
2023,Chrysler,300C,55000,Large Cars
2023,Chrysler,300S,50970,Large Cars
2023,Chrysler,Pacifica,37020,Minivan - 2WD
2023,Chrysler,Pacifica Hybrid,49990,Minivan - 2WD
2023,Chrysler,Pacifica Hybrid Limited,48370,Minivan - 2WD
2023,Chrysler,Pacifica Limited,47850,Minivan - 2WD
2023,Chrysler,Pacifica Limited AWD,50650,Minivan - 4WD
2023,Chrysler,Pacifica Pinnacle,53980,Minivan - 2WD
2023,Chrysler,Pacifica Pinnacle AWD,53980,Minivan - 4WD
2023,Chrysler,Pacifica Pinnacle Plug-in Hybrid,59990,Minivan - 2WD
2023,Chrysler,Pacifica Plug in Hybrid Touring L,52490,Minivan - 2WD
2023,Chrysler,Pacifica Plug-in Hybrid Limited,54490,Minivan - 2WD
2023,Chrysler,Pacifica Plug-in Hybrid Pinnacle,59990,Minivan - 2WD
2023,Chrysler,Pacifica Plug-in Hybrid Touring L,50490,Minivan - 2WD
